Time,FR_t0,FR_t1,FR_t2,FL_t0,FL_t1,FL_t2,RL_t0,RL_t1,RL_t2,RR_t0,RR_t1,RR_t2,FR_q0,FR_q1,FR_q2,FL_q0,FL_q1,FL_q2,RL_q0,RL_q1,RL_q2,RR_q0,RR_q1,RR_q2,gyro_0,gyro_1,gyro_2,acc_0,acc_1,acc_2,foot_distance,class
0.22572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-426,1
0.235938,4.27734,1.62891,10.4258,-0.07031,-1.77734,2.92969,-3.08984,2.79297,11.0938,-0.66406,-0.83984,3.44922,0.058981,0.811317,-1.56595,-0.05147,1.04815,-2.00599,-0.06007,0.814647,-1.56458,0.078298,1.06498,-2.02964,0.05312,0.157877,0.018636,0.530316,-1.15401,12.1841,-232.673,1
0.265555,4.27734,1.62891,10.4258,-0.07031,-1.77734,2.92969,-3.08984,2.79297,11.0938,-0.66406,-0.83984,3.44922,0.058981,0.811317,-1.56595,-0.05147,1.04815,-2.00599,-0.06007,0.814647,-1.56458,0.078298,1.06498,-2.02964,0.05312,0.157877,0.018636,0.530316,-1.15401,12.1841,-232.673,1
0.276117,2.89062,2.17578,9.75781,0.246094,-1.62891,4.04297,-3.33594,3.1875,9.16406,0.441406,-1.80469,3.78125,0.062311,0.8379,-1.56547,-0.05311,1.01339,-2.08245,-0.06001,0.838869,-1.56426,0.065884,1.02296,-2.09864,-0.05234,-0.0147,-0.03569,0.921768,0.667982,6.39132,-219.06,1
0.286484,2.89062,2.17578,9.75781,0.246094,-1.62891,4.04297,-3.33594,3.1875,9.16406,0.441406,-1.80469,3.78125,0.062311,0.8379,-1.56547,-0.05311,1.01339,-2.08245,-0.06001,0.838869,-1.56426,0.065884,1.02296,-2.09864,-0.05234,-0.0147,-0.03569,0.921768,0.667982,6.39132,-219.06,1
0.296756,2.89062,2.17578,9.75781,0.246094,-1.62891,4.04297,-3.33594,3.1875,9.16406,0.441406,-1.80469,3.78125,0.062311,0.8379,-1.56547,-0.05311,1.01339,-2.08245,-0.06001,0.838869,-1.56426,0.065884,1.02296,-2.09864,-0.05234,-0.0147,-0.03569,0.921768,0.667982,6.39132,-219.06,1
0.308125,2.89062,2.17578,9.75781,0.246094,-1.62891,4.04297,-3.33594,3.1875,9.16406,0.441406,-1.80469,3.78125,0.062311,0.8379,-1.56547,-0.05311,1.01339,-2.08245,-0.06001,0.838869,-1.56426,0.065884,1.02296,-2.09864,-0.05234,-0.0147,-0.03569,0.921768,0.667982,6.39132,-219.06,1
0.331389,3.41016,0.292969,9.27344,1.38281,1.77734,-1.92578,-3.26172,-0.21875,10.0898,-0.98828,2.14844,-2.33594,0.062856,0.864302,-1.56329,-0.0485,0.799024,-1.70733,-0.0571,0.86406,-1.56172,0.050261,0.809682,-1.71976,0.130884,-0.14146,-0.06339,1.1959,0.45011,4.68665,-283.11,1
0.350993,3.41016,0.292969,9.27344,1.38281,1.77734,-1.92578,-3.26172,-0.21875,10.0898,-0.98828,2.14844,-2.33594,0.062856,0.864302,-1.56329,-0.0485,0.799024,-1.70733,-0.0571,0.86406,-1.56172,0.050261,0.809682,-1.71976,0.130884,-0.14146,-0.06339,1.1959,0.45011,4.68665,-283.11,1
0.366271,-0.14453,3.80859,-4.82031,-3.38672,0.617188,8.64453,0.617188,3.08984,-4.78516,3.38672,1.08594,10.1289,0.045053,0.9208,-1.62271,-0.05722,0.763539,-1.56862,-0.04729,0.923525,-1.62187,0.059465,0.771895,-1.58574,-0.45714,0.041764,-0.04741,0.204704,-2.67432,11.2623,-305.572,1
0.378659,-0.14453,3.80859,-4.82031,-3.38672,0.617188,8.64453,0.617188,3.08984,-4.78516,3.38672,1.08594,10.1289,0.045053,0.9208,-1.62271,-0.05722,0.763539,-1.56862,-0.04729,0.923525,-1.62187,0.059465,0.771895,-1.58574,-0.45714,0.041764,-0.04741,0.204704,-2.67432,11.2623,-305.572,1
0.394141,0,-2.07422,3.03906,-3.70703,1.77734,10.3125,0.640625,-1.53125,3.03906,3.16406,2.64453,10.7578,0.063038,1.08721,-2.02177,-0.05262,0.79969,-1.56038,-0.0637,1.08642,-2.02484,0.064249,0.808713,-1.57407,-0.01293,0.077983,-0.04208,0.220267,0.676362,11.9064,-306.523,1
0.406209,0,-2.07422,3.03906,-3.70703,1.77734,10.3125,0.640625,-1.53125,3.03906,3.16406,2.64453,10.7578,0.063038,1.08721,-2.02177,-0.05262,0.79969,-1.56038,-0.0637,1.08642,-2.02484,0.064249,0.808713,-1.57407,-0.01293,0.077983,-0.04208,0.220267,0.676362,11.9064,-306.523,1
0.416477,0,-2.07422,3.03906,-3.70703,1.77734,10.3125,0.640625,-1.53125,3.03906,3.16406,2.64453,10.7578,0.063038,1.08721,-2.02177,-0.05262,0.79969,-1.56038,-0.0637,1.08642,-2.02484,0.064249,0.808713,-1.57407,-0.01293,0.077983,-0.04208,0.220267,0.676362,11.9064,-306.523,1
0.426847,0,-2.07422,3.03906,-3.70703,1.77734,10.3125,0.640625,-1.53125,3.03906,3.16406,2.64453,10.7578,0.063038,1.08721,-2.02177,-0.05262,0.79969,-1.56038,-0.0637,1.08642,-2.02484,0.064249,0.808713,-1.57407,-0.01293,0.077983,-0.04208,0.220267,0.676362,11.9064,-306.523,1
0.438846,0,-2.14844,4.44922,-3.08984,2.125,9.53516,0.144531,-1.80469,4.00391,3.55859,2.94141,9.19922,0.060252,1.02169,-2.09888,-0.0562,0.829907,-1.55429,-0.05668,1.01781,-2.09747,0.068851,0.840565,-1.56987,0.140471,0.009806,0.054855,1.51194,-1.37667,9.3721,-307.295,1
0.449787,0,-2.14844,4.44922,-3.08984,2.125,9.53516,0.144531,-1.80469,4.00391,3.55859,2.94141,9.19922,0.060252,1.02169,-2.09888,-0.0562,0.829907,-1.55429,-0.05668,1.01781,-2.09747,0.068851,0.840565,-1.56987,0.140471,0.009806,0.054855,1.51194,-1.37667,9.3721,-307.295,1
0.464481,0,-2.14844,4.44922,-3.08984,2.125,9.53516,0.144531,-1.80469,4.00391,3.55859,2.94141,9.19922,0.060252,1.02169,-2.09888,-0.0562,0.829907,-1.55429,-0.05668,1.01781,-2.09747,0.068851,0.840565,-1.56987,0.140471,0.009806,0.054855,1.51194,-1.37667,9.3721,-307.295,1
0.482816,0,-2.14844,4.44922,-3.08984,2.125,9.53516,0.144531,-1.80469,4.00391,3.55859,2.94141,9.19922,0.060252,1.02169,-2.09888,-0.0562,0.829907,-1.55429,-0.05668,1.01781,-2.09747,0.068851,0.840565,-1.56987,0.140471,0.009806,0.054855,1.51194,-1.37667,9.3721,-307.295,1
0.493529,-1.23438,2.86719,-2.07422,-3.14062,0.121094,8.79297,1.23438,1.65625,-2,3.4375,-0.32031,10.0156,0.052441,0.780676,-1.71714,-0.05565,0.857217,-1.54343,-0.04566,0.779041,-1.70834,0.067095,0.869268,-1.56252,-0.05341,-0.15744,0.060181,0.341174,-0.02035,8.68976,-308.184,1
0.504219,-1.23438,2.86719,-2.07422,-3.14062,0.121094,8.79297,1.23438,1.65625,-2,3.4375,-0.32031,10.0156,0.052441,0.780676,-1.71714,-0.05565,0.857217,-1.54343,-0.04566,0.779041,-1.70834,0.067095,0.869268,-1.56252,-0.05341,-0.15744,0.060181,0.341174,-0.02035,8.68976,-308.184,1
0.514569,-1.23438,2.86719,-2.07422,-3.14062,0.121094,8.79297,1.23438,1.65625,-2,3.4375,-0.32031,10.0156,0.052441,0.780676,-1.71714,-0.05565,0.857217,-1.54343,-0.04566,0.779041,-1.70834,0.067095,0.869268,-1.56252,-0.05341,-0.15744,0.060181,0.341174,-0.02035,8.68976,-308.184,1
0.524848,2.34766,0.714844,8.08594,0.34375,3.53516,-5.5625,-2.39844,1.38281,9.57031,-0.44141,2.37109,-5.30469,0.064491,0.740649,-1.5735,-0.04033,0.919347,-1.60019,-0.05286,0.753366,-1.57649,0.060858,0.935333,-1.61961,0.574034,0.179183,0.091074,0.220267,0.430956,10.3011,-297.646,1
0.536171,2.34766,0.714844,8.08594,0.34375,3.53516,-5.5625,-2.39844,1.38281,9.57031,-0.44141,2.37109,-5.30469,0.064491,0.740649,-1.5735,-0.04033,0.919347,-1.60019,-0.05286,0.753366,-1.57649,0.060858,0.935333,-1.61961,0.574034,0.179183,0.091074,0.220267,0.430956,10.3011,-297.646,1
0.546553,2.34766,0.714844,8.08594,0.34375,3.53516,-5.5625,-2.39844,1.38281,9.57031,-0.44141,2.37109,-5.30469,0.064491,0.740649,-1.5735,-0.04033,0.919347,-1.60019,-0.05286,0.753366,-1.57649,0.060858,0.935333,-1.61961,0.574034,0.179183,0.091074,0.220267,0.430956,10.3011,-297.646,1
0.557858,4.47656,1.70312,10.7578,-0.12109,-1.67969,3.07812,-3.21484,2.91797,10.9805,-0.98828,-1.60547,3.63281,0.063886,0.790728,-1.57338,-0.05595,1.08563,-2.00106,-0.05529,0.785702,-1.55844,0.078056,1.09332,-2.01842,0.072294,0.155747,0.065508,0.185551,-1.42455,12.7204,-233.262,1
0.571283,4.47656,1.70312,10.7578,-0.12109,-1.67969,3.07812,-3.21484,2.91797,10.9805,-0.98828,-1.60547,3.63281,0.063886,0.790728,-1.57338,-0.05595,1.08563,-2.00106,-0.05529,0.785702,-1.55844,0.078056,1.09332,-2.01842,0.072294,0.155747,0.065508,0.185551,-1.42455,12.7204,-233.262,1
0.581882,4.47656,1.70312,10.7578,-0.12109,-1.67969,3.07812,-3.21484,2.91797,10.9805,-0.98828,-1.60547,3.63281,0.063886,0.790728,-1.57338,-0.05595,1.08563,-2.00106,-0.05529,0.785702,-1.55844,0.078056,1.09332,-2.01842,0.072294,0.155747,0.065508,0.185551,-1.42455,12.7204,-233.262,1
0.600505,4.47656,1.70312,10.7578,-0.12109,-1.67969,3.07812,-3.21484,2.91797,10.9805,-0.98828,-1.60547,3.63281,0.063886,0.790728,-1.57338,-0.05595,1.08563,-2.00106,-0.05529,0.785702,-1.55844,0.078056,1.09332,-2.01842,0.072294,0.155747,0.065508,0.185551,-1.42455,12.7204,-233.262,1
0.616384,2.94141,1.92578,9.79297,-0.02344,-1.70312,4.41406,-3.95703,2.74219,8.79297,0.171875,-0.96094,4.11719,0.070789,0.8313,-1.57229,-0.0608,1.1954,-2.0864,-0.05486,0.825244,-1.55784,0.057588,1.00576,-2.09654,-0.10774,-0.01896,-0.02397,0.529119,0.750582,6.87256,-218.785,1
0.626607,2.94141,1.92578,9.79297,-0.02344,-1.70312,4.41406,-3.95703,2.74219,8.79297,0.171875,-0.96094,4.11719,0.070789,0.8313,-1.57229,-0.0608,1.1954,-2.0864,-0.05486,0.825244,-1.55784,0.057588,1.00576,-2.09654,-0.10774,-0.01896,-0.02397,0.529119,0.750582,6.87256,-218.785,1
0.641753,2.91797,0.121094,9.125,1.33203,2.64453,-1.92578,-3.14062,-0.49219,9.53516,-0.98828,2.07422,-2.41016,0.071394,0.864787,-1.56688,-0.05789,0.763478,-1.70777,-0.05117,0.857217,-1.5509,0.036757,0.765477,-1.7106,0.120231,-0.13827,-0.08043,1.55384,-1.10014,5.62637,-282.926,1
0.652594,2.91797,0.121094,9.125,1.33203,2.64453,-1.92578,-3.14062,-0.49219,9.53516,-0.98828,2.07422,-2.41016,0.071394,0.864787,-1.56688,-0.05789,0.763478,-1.70777,-0.05117,0.857217,-1.5509,0.036757,0.765477,-1.7106,0.120231,-0.13827,-0.08043,1.55384,-1.10014,5.62637,-282.926,1
0.669243,2.91797,0.121094,9.125,1.33203,2.64453,-1.92578,-3.14062,-0.49219,9.53516,-0.98828,2.07422,-2.41016,0.071394,0.864787,-1.56688,-0.05789,0.763478,-1.70777,-0.05117,0.857217,-1.5509,0.036757,0.765477,-1.7106,0.120231,-0.13827,-0.08043,1.55384,-1.10014,5.62637,-282.926,1
0.679901,0.023438,3.16406,-4.96875,-3.36328,0.441406,8.53125,0.714844,2.19922,-5.23047,4.05469,1.53125,10.3867,0.052804,0.938482,-1.62425,-0.06576,0.741799,-1.57104,-0.04245,0.933275,-1.60814,0.047839,0.739559,-1.57358,-0.54023,0.02685,-0.03782,1.14922,-3.68707,7.86854,-305.51,1
0.690222,0.023438,3.16406,-4.96875,-3.36328,0.441406,8.53125,0.714844,2.19922,-5.23047,4.05469,1.53125,10.3867,0.052804,0.938482,-1.62425,-0.06576,0.741799,-1.57104,-0.04245,0.933275,-1.60814,0.047839,0.739559,-1.57358,-0.54023,0.02685,-0.03782,1.14922,-3.68707,7.86854,-305.51,1
0.700616,0.023438,3.16406,-4.96875,-3.36328,0.441406,8.53125,0.714844,2.19922,-5.23047,4.05469,1.53125,10.3867,0.052804,0.938482,-1.62425,-0.06576,0.741799,-1.57104,-0.04245,0.933275,-1.60814,0.047839,0.739559,-1.57358,-0.54023,0.02685,-0.03782,1.14922,-3.68707,7.86854,-305.51,1
0.711097,0.023438,3.16406,-4.96875,-3.36328,0.441406,8.53125,0.714844,2.19922,-5.23047,4.05469,1.53125,10.3867,0.052804,0.938482,-1.62425,-0.06576,0.741799,-1.57104,-0.04245,0.933275,-1.60814,0.047839,0.739559,-1.57358,-0.54023,0.02685,-0.03782,1.14922,-3.68707,7.86854,-305.51,1
0.721379,0,-1.97656,3.89453,-3.90625,2.69531,10.6484,0.34375,-2.64453,3.52344,3.3125,3.14062,10.9062,0.067882,1.11088,-2.07106,-0.05868,0.796662,-1.56559,-0.06588,1.10495,-2.06529,0.052683,0.790365,-1.56595,0.087208,0.133376,-0.10707,0.946907,1.25935,8.22887,-306.153,1
0.73252,0,-1.97656,3.89453,-3.90625,2.69531,10.6484,0.34375,-2.64453,3.52344,3.3125,3.14062,10.9062,0.067882,1.11088,-2.07106,-0.05868,0.796662,-1.56559,-0.06588,1.10495,-2.06529,0.052683,0.790365,-1.56595,0.087208,0.133376,-0.10707,0.946907,1.25935,8.22887,-306.153,1
0.742824,0,-1.97656,3.89453,-3.90625,2.69531,10.6484,0.34375,-2.64453,3.52344,3.3125,3.14062,10.9062,0.067882,1.11088,-2.07106,-0.05868,0.796662,-1.56559,-0.06588,1.10495,-2.06529,0.052683,0.790365,-1.56595,0.087208,0.133376,-0.10707,0.946907,1.25935,8.22887,-306.153,1
0.753228,0,-1.97656,3.89453,-3.90625,2.69531,10.6484,0.34375,-2.64453,3.52344,3.3125,3.14062,10.9062,0.067882,1.11088,-2.07106,-0.05868,0.796662,-1.56559,-0.06588,1.10495,-2.06529,0.052683,0.790365,-1.56595,0.087208,0.133376,-0.10707,0.946907,1.25935,8.22887,-306.153,1
0.764954,-0.17188,-2.02734,4.52344,-3.16406,1.97656,9.34766,0.246094,-1.73047,4.41406,3.78125,3.08984,9.16406,0.055166,1.00612,-2.10627,-0.06358,0.832874,-1.56034,-0.06673,0.999037,-2.10792,0.055711,0.828575,-1.56244,0.205452,0.048155,-0.01226,0.508768,-1.32639,9.60075,-306.85,1
0.776514,-0.17188,-2.02734,4.52344,-3.16406,1.97656,9.34766,0.246094,-1.73047,4.41406,3.78125,3.08984,9.16406,0.055166,1.00612,-2.10627,-0.06358,0.832874,-1.56034,-0.06673,0.999037,-2.10792,0.055711,0.828575,-1.56244,0.205452,0.048155,-0.01226,0.508768,-1.32639,9.60075,-306.85,1
0.79184,-0.17188,-2.02734,4.52344,-3.16406,1.97656,9.34766,0.246094,-1.73047,4.41406,3.78125,3.08984,9.16406,0.055166,1.00612,-2.10627,-0.06358,0.832874,-1.56034,-0.06673,0.999037,-2.10792,0.055711,0.828575,-1.56244,0.205452,0.048155,-0.01226,0.508768,-1.32639,9.60075,-306.85,1
0.802482,-1.30859,2.94141,-2.26172,-3.26172,-0.58984,8.42188,0.886719,2.32422,-2.14844,3.58594,-0.36719,9.94141,0.040572,0.753789,-1.72622,-0.06383,0.866906,-1.54742,-0.06019,0.755061,-1.72638,0.05347,0.86188,-1.55207,-0.12052,-0.16916,0.083617,1.31801,0.010774,7.38013,-307.89,1
0.814401,-1.30859,2.94141,-2.26172,-3.26172,-0.58984,8.42188,0.886719,2.32422,-2.14844,3.58594,-0.36719,9.94141,0.040572,0.753789,-1.72622,-0.06383,0.866906,-1.54742,-0.06019,0.755061,-1.72638,0.05347,0.86188,-1.55207,-0.12052,-0.16916,0.083617,1.31801,0.010774,7.38013,-307.89,1
0.825369,-1.30859,2.94141,-2.26172,-3.26172,-0.58984,8.42188,0.886719,2.32422,-2.14844,3.58594,-0.36719,9.94141,0.040572,0.753789,-1.72622,-0.06383,0.866906,-1.54742,-0.06019,0.755061,-1.72638,0.05347,0.86188,-1.55207,-0.12052,-0.16916,0.083617,1.31801,0.010774,7.38013,-307.89,1
0.835791,2.17578,0.9375,7.49219,-0.02344,3.41016,-6.00781,-2.86719,1.90234,9.19922,-0.39453,2,-5.48828,0.054318,0.72115,-1.5714,-0.04554,0.940723,-1.60087,-0.06837,0.729507,-1.57261,0.04796,0.941207,-1.60947,0.604926,0.245229,-0.04741,0.383072,4.31435,-6.70855,-297.087,1
0.846148,2.17578,0.9375,7.49219,-0.02344,3.41016,-6.00781,-2.86719,1.90234,9.19922,-0.39453,2,-5.48828,0.054318,0.72115,-1.5714,-0.04554,0.940723,-1.60087,-0.06837,0.729507,-1.57261,0.04796,0.941207,-1.60947,0.604926,0.245229,-0.04741,0.383072,4.31435,-6.70855,-297.087,1
0.858299,2.17578,0.9375,7.49219,-0.02344,3.41016,-6.00781,-2.86719,1.90234,9.19922,-0.39453,2,-5.48828,0.054318,0.72115,-1.5714,-0.04554,0.940723,-1.60087,-0.06837,0.729507,-1.57261,0.04796,0.941207,-1.60947,0.604926,0.245229,-0.04741,0.383072,4.31435,-6.70855,-297.087,1
0.868575,2.17578,0.9375,7.49219,-0.02344,3.41016,-6.00781,-2.86719,1.90234,9.19922,-0.39453,2,-5.48828,0.054318,0.72115,-1.5714,-0.04554,0.940723,-1.60087,-0.06837,0.729507,-1.57261,0.04796,0.941207,-1.60947,0.604926,0.245229,-0.04741,0.383072,4.31435,-6.70855,-297.087,1
0.879491,5.04297,2.10156,11.6133,-0.36719,-2.74219,3.55859,-4.27734,3.60938,11.8359,-0.56641,-2.89062,4.375,0.0545,0.787942,-1.57257,-0.06237,1.11155,-2.04268,-0.07527,0.780131,-1.56236,0.0654,1.1018,-2.05354,0.072294,0.100353,0.109183,1.1995,-0.73023,10.9798,-226.118,1
0.891749,5.04297,2.10156,11.6133,-0.36719,-2.74219,3.55859,-4.27734,3.60938,11.8359,-0.56641,-2.89062,4.375,0.0545,0.787942,-1.57257,-0.06237,1.11155,-2.04268,-0.07527,0.780131,-1.56236,0.0654,1.1018,-2.05354,0.072294,0.100353,0.109183,1.1995,-0.73023,10.9798,-226.118,1
0.907714,5.04297,2.10156,11.6133,-0.36719,-2.74219,3.55859,-4.27734,3.60938,11.8359,-0.56641,-2.89062,4.375,0.0545,0.787942,-1.57257,-0.06237,1.11155,-2.04268,-0.07527,0.780131,-1.56236,0.0654,1.1018,-2.05354,0.072294,0.100353,0.109183,1.1995,-0.73023,10.9798,-226.118,1
0.918305,3.03906,1.87891,10.0898,0.34375,-2.44531,4.30078,-3.78125,2.81641,9.23828,0.34375,-1.65625,3.89453,0.057103,0.831179,-1.56999,-0.06104,0.988137,-2.0925,-0.07333,0.823367,-1.56071,0.054802,0.981295,-2.09839,-0.06086,0.000218,-0.02184,-0.47764,1.10373,7.1443,-217.473,1
0.9285,3.03906,1.87891,10.0898,0.34375,-2.44531,4.30078,-3.78125,2.81641,9.23828,0.34375,-1.65625,3.89453,0.057103,0.831179,-1.56999,-0.06104,0.988137,-2.0925,-0.07333,0.823367,-1.56071,0.054802,0.981295,-2.09839,-0.06086,0.000218,-0.02184,-0.47764,1.10373,7.1443,-217.473,1
0.938729,3.03906,1.87891,10.0898,0.34375,-2.44531,4.30078,-3.78125,2.81641,9.23828,0.34375,-1.65625,3.89453,0.057103,0.831179,-1.56999,-0.06104,0.988137,-2.0925,-0.07333,0.823367,-1.56071,0.054802,0.981295,-2.09839,-0.06086,0.000218,-0.02184,-0.47764,1.10373,7.1443,-217.473,1
0.951957,3.03906,1.87891,10.0898,0.34375,-2.44531,4.30078,-3.78125,2.81641,9.23828,0.34375,-1.65625,3.89453,0.057103,0.831179,-1.56999,-0.06104,0.988137,-2.0925,-0.07333,0.823367,-1.56071,0.054802,0.981295,-2.09839,-0.06086,0.000218,-0.02184,-0.47764,1.10373,7.1443,-217.473,1
0.963433,3.08984,-0.44141,8.90234,1.21094,2.42188,-1.96484,-3.03906,-1.18359,9.75781,-1.03516,2.19922,-2.59375,0.056558,0.871024,-1.56014,-0.05359,0.72333,-1.69639,-0.07018,0.861759,-1.54767,0.044084,0.725813,-1.70043,0.254454,-0.11909,-0.05593,0.879869,-0.41899,6.71334,-283.421,1
0.973989,3.08984,-0.44141,8.90234,1.21094,2.42188,-1.96484,-3.03906,-1.18359,9.75781,-1.03516,2.19922,-2.59375,0.056558,0.871024,-1.56014,-0.05359,0.72333,-1.69639,-0.07018,0.861759,-1.54767,0.044084,0.725813,-1.70043,0.254454,-0.11909,-0.05593,0.879869,-0.41899,6.71334,-283.421,1
0.988628,3.08984,-0.44141,8.90234,1.21094,2.42188,-1.96484,-3.03906,-1.18359,9.75781,-1.03516,2.19922,-2.59375,0.056558,0.871024,-1.56014,-0.05359,0.72333,-1.69639,-0.07018,0.861759,-1.54767,0.044084,0.725813,-1.70043,0.254454,-0.11909,-0.05593,0.879869,-0.41899,6.71334,-283.421,1
0.998813,0,3.11328,-5.26562,-3.78125,0.617188,8.64453,0.789062,2.05078,-5.45312,4.25391,2.74219,10.5352,0.038392,0.951562,-1.61565,-0.06158,0.706435,-1.55917,-0.06504,0.943932,-1.60172,0.054863,0.707828,-1.56147,-0.56473,0.071591,-0.01013,1.76094,-1.46645,15.4606,-306.514,1
1.00963,0,3.11328,-5.26562,-3.78125,0.617188,8.64453,0.789062,2.05078,-5.45312,4.25391,2.74219,10.5352,0.038392,0.951562,-1.61565,-0.06158,0.706435,-1.55917,-0.06504,0.943932,-1.60172,0.054863,0.707828,-1.56147,-0.56473,0.071591,-0.01013,1.76094,-1.46645,15.4606,-306.514,1
1.02017,0,3.11328,-5.26562,-3.78125,0.617188,8.64453,0.789062,2.05078,-5.45312,4.25391,2.74219,10.5352,0.038392,0.951562,-1.61565,-0.06158,0.706435,-1.55917,-0.06504,0.943932,-1.60172,0.054863,0.707828,-1.56147,-0.56473,0.071591,-0.01013,1.76094,-1.46645,15.4606,-306.514,1
1.03039,0,3.11328,-5.26562,-3.78125,0.617188,8.64453,0.789062,2.05078,-5.45312,4.25391,2.74219,10.5352,0.038392,0.951562,-1.61565,-0.06158,0.706435,-1.55917,-0.06504,0.943932,-1.60172,0.054863,0.707828,-1.56147,-0.56473,0.071591,-0.01013,1.76094,-1.46645,15.4606,-306.514,1
1.04406,0.070313,-2.69531,3.59766,-3.4375,2.57031,10.2773,0.046875,-2.84375,3.70703,3.3125,3.16406,10.5,0.058981,1.11851,-2.05742,-0.05486,0.773954,-1.55796,-0.08302,1.10882,-2.04926,0.057588,0.769291,-1.55929,0.131949,0.120593,-0.08789,0.665588,1.21625,8.56047,-307.081,1
1.05424,0.070313,-2.69531,3.59766,-3.4375,2.57031,10.2773,0.046875,-2.84375,3.70703,3.3125,3.16406,10.5,0.058981,1.11851,-2.05742,-0.05486,0.773954,-1.55796,-0.08302,1.10882,-2.04926,0.057588,0.769291,-1.55929,0.131949,0.120593,-0.08789,0.665588,1.21625,8.56047,-307.081,1
1.06464,0.070313,-2.69531,3.59766,-3.4375,2.57031,10.2773,0.046875,-2.84375,3.70703,3.3125,3.16406,10.5,0.058981,1.11851,-2.05742,-0.05486,0.773954,-1.55796,-0.08302,1.10882,-2.04926,0.057588,0.769291,-1.55929,0.131949,0.120593,-0.08789,0.665588,1.21625,8.56047,-307.081,1
1.07571,0.046875,-2.51953,4.5625,-2.79297,2.05078,9.27344,0.394531,-1.23438,4.41406,3.60938,3.11328,8.86719,0.055408,0.99498,-2.10441,-0.05922,0.820521,-1.55433,-0.07037,0.979781,-2.09056,0.060071,0.816101,-1.55719,0.167103,0.044959,0.000526,0.507571,-1.42455,9.75039,-307.615,1
1.08796,0.046875,-2.51953,4.5625,-2.79297,2.05078,9.27344,0.394531,-1.23438,4.41406,3.60938,3.11328,8.86719,0.055408,0.99498,-2.10441,-0.05922,0.820521,-1.55433,-0.07037,0.979781,-2.09056,0.060071,0.816101,-1.55719,0.167103,0.044959,0.000526,0.507571,-1.42455,9.75039,-307.615,1
1.09824,0.046875,-2.51953,4.5625,-2.79297,2.05078,9.27344,0.394531,-1.23438,4.41406,3.60938,3.11328,8.86719,0.055408,0.99498,-2.10441,-0.05922,0.820521,-1.55433,-0.07037,0.979781,-2.09056,0.060071,0.816101,-1.55719,0.167103,0.044959,0.000526,0.507571,-1.42455,9.75039,-307.615,1
1.11115,0.046875,-2.51953,4.5625,-2.79297,2.05078,9.27344,0.394531,-1.23438,4.41406,3.60938,3.11328,8.86719,0.055408,0.99498,-2.10441,-0.05922,0.820521,-1.55433,-0.07037,0.979781,-2.09056,0.060071,0.816101,-1.55719,0.167103,0.044959,0.000526,0.507571,-1.42455,9.75039,-307.615,1
1.12139,-1.55469,3.38672,-2.1875,-3.33594,-0.91406,8.16016,0.789062,2.37109,-2.26172,3.78125,-0.69141,9.60938,0.046809,0.728538,-1.72445,-0.0594,0.863091,-1.54193,-0.05486,0.721332,-1.70527,0.058375,0.856612,-1.54835,-0.06939,-0.19792,0.078291,1.4437,0.228646,6.46913,-308.461,1
1.13159,-1.55469,3.38672,-2.1875,-3.33594,-0.91406,8.16016,0.789062,2.37109,-2.26172,3.78125,-0.69141,9.60938,0.046809,0.728538,-1.72445,-0.0594,0.863091,-1.54193,-0.05486,0.721332,-1.70527,0.058375,0.856612,-1.54835,-0.06939,-0.19792,0.078291,1.4437,0.228646,6.46913,-308.461,1
1.14424,-1.55469,3.38672,-2.1875,-3.33594,-0.91406,8.16016,0.789062,2.37109,-2.26172,3.78125,-0.69141,9.60938,0.046809,0.728538,-1.72445,-0.0594,0.863091,-1.54193,-0.05486,0.721332,-1.70527,0.058375,0.856612,-1.54835,-0.06939,-0.19792,0.078291,1.4437,0.228646,6.46913,-308.461,1
1.15652,2.25,0.789062,8.23438,-0.07031,3.26172,-6.08203,-3.14062,2.62109,9.79297,-0.07031,1.97656,-5.75,0.059768,0.704134,-1.57536,-0.04033,0.945567,-1.59559,-0.06249,0.704316,-1.55635,0.052744,0.944962,-1.60475,0.545272,0.142964,-0.00054,-0.10056,4.08571,-3.01909,-297.214,1
1.17018,2.25,0.789062,8.23438,-0.07031,3.26172,-6.08203,-3.14062,2.62109,9.79297,-0.07031,1.97656,-5.75,0.059768,0.704134,-1.57536,-0.04033,0.945567,-1.59559,-0.06249,0.704316,-1.55635,0.052744,0.944962,-1.60475,0.545272,0.142964,-0.00054,-0.10056,4.08571,-3.01909,-297.214,1
1.18335,2.25,0.789062,8.23438,-0.07031,3.26172,-6.08203,-3.14062,2.62109,9.79297,-0.07031,1.97656,-5.75,0.059768,0.704134,-1.57536,-0.04033,0.945567,-1.59559,-0.06249,0.704316,-1.55635,0.052744,0.944962,-1.60475,0.545272,0.142964,-0.00054,-0.10056,4.08571,-3.01909,-297.214,1
1.19393,2.25,0.789062,8.23438,-0.07031,3.26172,-6.08203,-3.14062,2.62109,9.79297,-0.07031,1.97656,-5.75,0.059768,0.704134,-1.57536,-0.04033,0.945567,-1.59559,-0.06249,0.704316,-1.55635,0.052744,0.944962,-1.60475,0.545272,0.142964,-0.00054,-0.10056,4.08571,-3.01909,-297.214,1
