Time,FR_t0,FR_t1,FR_t2,FL_t0,FL_t1,FL_t2,RL_t0,RL_t1,RL_t2,RR_t0,RR_t1,RR_t2,FR_q0,FR_q1,FR_q2,FL_q0,FL_q1,FL_q2,RL_q0,RL_q1,RL_q2,RR_q0,RR_q1,RR_q2,gyro_0,gyro_1,gyro_2,acc_0,acc_1,acc_2,foot_distance,class
1.05212,-1.35938,2.47266,2.37109,-2.86719,0.121094,7.75391,0.738281,2.19922,2.03906,4.03125,0.691406,8.19922,0.040814,0.829241,-1.98136,-0.07146,0.873386,-1.55812,-0.07261,0.814163,-1.96174,0.046991,0.860124,-1.54989,0.147106,-0.13796,0.059158,1.50116,0.320823,4.84347,-306.725,1
1.07312,-0.83984,2.91797,-8.05078,-4.07812,-2.49609,7.67969,0.765625,3.11328,-8.60547,3.51172,-2.66797,9.75781,0.040148,0.644548,-1.62013,-0.06909,0.936484,-1.53842,-0.06855,0.644064,-1.60536,0.04578,0.922617,-1.5402,-0.19271,-0.23277,0.106029,1.66158,0.705092,8.67419,-306.595,1
1.08452,-0.83984,2.91797,-8.05078,-4.07812,-2.49609,7.67969,0.765625,3.11328,-8.60547,3.51172,-2.66797,9.75781,0.040148,0.644548,-1.62013,-0.06909,0.936484,-1.53842,-0.06855,0.644064,-1.60536,0.04578,0.922617,-1.5402,-0.19271,-0.23277,0.106029,1.66158,0.705092,8.67419,-306.595,1
1.09538,-0.83984,2.91797,-8.05078,-4.07812,-2.49609,7.67969,0.765625,3.11328,-8.60547,3.51172,-2.66797,9.75781,0.040148,0.644548,-1.62013,-0.06909,0.936484,-1.53842,-0.06855,0.644064,-1.60536,0.04578,0.922617,-1.5402,-0.19271,-0.23277,0.106029,1.66158,0.705092,8.67419,-306.595,1
1.1071,-0.83984,2.91797,-8.05078,-4.07812,-2.49609,7.67969,0.765625,3.11328,-8.60547,3.51172,-2.66797,9.75781,0.040148,0.644548,-1.62013,-0.06909,0.936484,-1.53842,-0.06855,0.644064,-1.60536,0.04578,0.922617,-1.5402,-0.19271,-0.23277,0.106029,1.66158,0.705092,8.67419,-306.595,1
1.11909,3.33594,0.886719,9.94141,0.863281,-1.18359,-2.37109,-2.81641,1.48047,11.5391,-1.40625,-0.26953,-1.70312,0.050079,0.719273,-1.58186,-0.06243,1.09823,-1.77883,-0.07242,0.71461,-1.55768,0.049292,1.08557,-1.78448,0.102365,0.146464,0.115617,-2.478,-1.59334,16.5607,-266.974,1
1.12929,3.33594,0.886719,9.94141,0.863281,-1.18359,-2.37109,-2.81641,1.48047,11.5391,-1.40625,-0.26953,-1.70312,0.050079,0.719273,-1.58186,-0.06243,1.09823,-1.77883,-0.07242,0.71461,-1.55768,0.049292,1.08557,-1.78448,0.102365,0.146464,0.115617,-2.478,-1.59334,16.5607,-266.974,1
1.14142,3.33594,0.886719,9.94141,0.863281,-1.18359,-2.37109,-2.81641,1.48047,11.5391,-1.40625,-0.26953,-1.70312,0.050079,0.719273,-1.58186,-0.06243,1.09823,-1.77883,-0.07242,0.71461,-1.55768,0.049292,1.08557,-1.78448,0.102365,0.146464,0.115617,-2.478,-1.59334,16.5607,-266.974,1
1.15557,4.12891,3.21484,11.0938,-1.08594,-3.03906,5.93359,-3.88281,5.04297,10.0156,0.566406,-2.96484,5.93359,0.049837,0.813315,-1.59433,-0.07182,1.13274,-2.16077,-0.08066,0.796965,-1.56434,0.061403,1.11409,-2.16379,-0.08406,0.053786,0.052766,0.080206,1.19231,13.3369,-205.59,1
1.1657,4.12891,3.21484,11.0938,-1.08594,-3.03906,5.93359,-3.88281,5.04297,10.0156,0.566406,-2.96484,5.93359,0.049837,0.813315,-1.59433,-0.07182,1.13274,-2.16077,-0.08066,0.796965,-1.56434,0.061403,1.11409,-2.16379,-0.08406,0.053786,0.052766,0.080206,1.19231,13.3369,-205.59,1
1.18166,2.62109,0.320312,7.60547,1.45703,2.94141,2.41016,-4.10547,0.492188,7.45703,-0.39453,1.62891,1.92578,0.057285,0.880773,-1.58392,-0.06437,0.791455,-1.95242,-0.07703,0.863455,-1.5538,0.044932,0.789638,-1.94697,-0.1991,-0.09855,-0.11555,0.702698,-0.1233,5.34386,-239.23,1
1.19269,2.62109,0.320312,7.60547,1.45703,2.94141,2.41016,-4.10547,0.492188,7.45703,-0.39453,1.62891,1.92578,0.057285,0.880773,-1.58392,-0.06437,0.791455,-1.95242,-0.07703,0.863455,-1.5538,0.044932,0.789638,-1.94697,-0.1991,-0.09855,-0.11555,0.702698,-0.1233,5.34386,-239.23,1
1.2051,2.62109,0.320312,7.60547,1.45703,2.94141,2.41016,-4.10547,0.492188,7.45703,-0.39453,1.62891,1.92578,0.057285,0.880773,-1.58392,-0.06437,0.791455,-1.95242,-0.07703,0.863455,-1.5538,0.044932,0.789638,-1.94697,-0.1991,-0.09855,-0.11555,0.702698,-0.1233,5.34386,-239.23,1
1.21734,2.62109,0.320312,7.60547,1.45703,2.94141,2.41016,-4.10547,0.492188,7.45703,-0.39453,1.62891,1.92578,0.057285,0.880773,-1.58392,-0.06437,0.791455,-1.95242,-0.07703,0.863455,-1.5538,0.044932,0.789638,-1.94697,-0.1991,-0.09855,-0.11555,0.702698,-0.1233,5.34386,-239.23,1
1.22787,3.92969,-1.75391,8.16016,0.46875,1.30859,-9.01562,-2.74219,-3.51172,9.38672,-0.86328,3.06641,-7.90234,0.054742,0.950472,-1.56571,-0.05686,0.620568,-1.593,-0.07442,0.93279,-1.53721,0.043842,0.617419,-1.59982,0.446446,-0.18696,-0.03885,2.33794,-0.94212,8.3821,-297.339,1
1.2432,3.92969,-1.75391,8.16016,0.46875,1.30859,-9.01562,-2.74219,-3.51172,9.38672,-0.86328,3.06641,-7.90234,0.054742,0.950472,-1.56571,-0.05686,0.620568,-1.593,-0.07442,0.93279,-1.53721,0.043842,0.617419,-1.59982,0.446446,-0.18696,-0.03885,2.33794,-0.94212,8.3821,-297.339,1
1.25445,3.92969,-1.75391,8.16016,0.46875,1.30859,-9.01562,-2.74219,-3.51172,9.38672,-0.86328,3.06641,-7.90234,0.054742,0.950472,-1.56571,-0.05686,0.620568,-1.593,-0.07442,0.93279,-1.53721,0.043842,0.617419,-1.59982,0.446446,-0.18696,-0.03885,2.33794,-0.94212,8.3821,-297.339,1
1.26474,-1.95312,-0.64063,-2.29688,-4.69922,0.640625,10.8711,0.765625,-0.17188,-2.33594,3.36328,1.16016,12.9844,0.044084,1.11215,-1.80523,-0.06255,0.716124,-1.57697,-0.07902,1.09907,-1.77665,0.049595,0.698745,-1.55493,-0.2268,0.063373,-0.11129,-2.89339,2.44927,21.0893,-303.926,1
1.27499,-1.95312,-0.64063,-2.29688,-4.69922,0.640625,10.8711,0.765625,-0.17188,-2.33594,3.36328,1.16016,12.9844,0.044084,1.11215,-1.80523,-0.06255,0.716124,-1.57697,-0.07902,1.09907,-1.77665,0.049595,0.698745,-1.55493,-0.2268,0.063373,-0.11129,-2.89339,2.44927,21.0893,-303.926,1
1.28529,-1.95312,-0.64063,-2.29688,-4.69922,0.640625,10.8711,0.765625,-0.17188,-2.33594,3.36328,1.16016,12.9844,0.044084,1.11215,-1.80523,-0.06255,0.716124,-1.57697,-0.07902,1.09907,-1.77665,0.049595,0.698745,-1.55493,-0.2268,0.063373,-0.11129,-2.89339,2.44927,21.0893,-303.926,1
1.29557,-1.95312,-0.64063,-2.29688,-4.69922,0.640625,10.8711,0.765625,-0.17188,-2.33594,3.36328,1.16016,12.9844,0.044084,1.11215,-1.80523,-0.06255,0.716124,-1.57697,-0.07902,1.09907,-1.77665,0.049595,0.698745,-1.55493,-0.2268,0.063373,-0.11129,-2.89339,2.44927,21.0893,-303.926,1
1.30631,1.16016,-3.73438,5.48828,-3.51172,3.23828,10.5,-0.39453,-3.60938,6.15625,3.48438,4.72266,9.64453,0.053289,1.14013,-2.17978,-0.06037,0.809379,-1.58162,-0.09174,1.12463,-2.17033,0.058799,0.795148,-1.56866,-0.03825,0.118767,-0.08359,0.568623,-0.88586,13.9331,-303.822,1
1.31704,1.16016,-3.73438,5.48828,-3.51172,3.23828,10.5,-0.39453,-3.60938,6.15625,3.48438,4.72266,9.64453,0.053289,1.14013,-2.17978,-0.06037,0.809379,-1.58162,-0.09174,1.12463,-2.17033,0.058799,0.795148,-1.56866,-0.03825,0.118767,-0.08359,0.568623,-0.88586,13.9331,-303.822,1
1.32757,1.16016,-3.73438,5.48828,-3.51172,3.23828,10.5,-0.39453,-3.60938,6.15625,3.48438,4.72266,9.64453,0.053289,1.14013,-2.17978,-0.06037,0.809379,-1.58162,-0.09174,1.12463,-2.17033,0.058799,0.795148,-1.56866,-0.03825,0.118767,-0.08359,0.568623,-0.88586,13.9331,-303.822,1
1.33772,1.16016,-3.73438,5.48828,-3.51172,3.23828,10.5,-0.39453,-3.60938,6.15625,3.48438,4.72266,9.64453,0.053289,1.14013,-2.17978,-0.06037,0.809379,-1.58162,-0.09174,1.12463,-2.17033,0.058799,0.795148,-1.56866,-0.03825,0.118767,-0.08359,0.568623,-0.88586,13.9331,-303.822,1
1.34826,-1.92578,2.32422,2.37109,-2.66797,0.046875,8.01172,1.0625,2.34766,2.1875,4.15234,0.292969,7.90234,0.042449,0.788245,-1.97054,-0.06134,0.878593,-1.55622,-0.07418,0.773773,-1.95391,0.058981,0.863515,-1.54859,0.24085,-0.11133,0.085789,1.3216,-0.3292,5.06374,-306.221,1
1.35857,-1.92578,2.32422,2.37109,-2.66797,0.046875,8.01172,1.0625,2.34766,2.1875,4.15234,0.292969,7.90234,0.042449,0.788245,-1.97054,-0.06134,0.878593,-1.55622,-0.07418,0.773773,-1.95391,0.058981,0.863515,-1.54859,0.24085,-0.11133,0.085789,1.3216,-0.3292,5.06374,-306.221,1
1.37005,-1.92578,2.32422,2.37109,-2.66797,0.046875,8.01172,1.0625,2.34766,2.1875,4.15234,0.292969,7.90234,0.042449,0.788245,-1.97054,-0.06134,0.878593,-1.55622,-0.07418,0.773773,-1.95391,0.058981,0.863515,-1.54859,0.24085,-0.11133,0.085789,1.3216,-0.3292,5.06374,-306.221,1
1.38026,-1.92578,2.32422,2.37109,-2.66797,0.046875,8.01172,1.0625,2.34766,2.1875,4.15234,0.292969,7.90234,0.042449,0.788245,-1.97054,-0.06134,0.878593,-1.55622,-0.07418,0.773773,-1.95391,0.058981,0.863515,-1.54859,0.24085,-0.11133,0.085789,1.3216,-0.3292,5.06374,-306.221,1
1.39097,-0.24609,0.492188,-4.375,-4.00391,-3.75781,7.23438,0.417969,1.35938,-3.22656,3.16406,-3.98047,9.46094,0.038029,0.596225,-1.59232,-0.0585,0.954287,-1.52845,-0.07382,0.592592,-1.58638,0.05995,0.94042,-1.53487,-0.30776,-0.12305,0.091115,1.3611,0.215478,11.546,-306.16,1
1.40251,-0.24609,0.492188,-4.375,-4.00391,-3.75781,7.23438,0.417969,1.35938,-3.22656,3.16406,-3.98047,9.46094,0.038029,0.596225,-1.59232,-0.0585,0.954287,-1.52845,-0.07382,0.592592,-1.58638,0.05995,0.94042,-1.53487,-0.30776,-0.12305,0.091115,1.3611,0.215478,11.546,-306.16,1
1.41307,-0.24609,0.492188,-4.375,-4.00391,-3.75781,7.23438,0.417969,1.35938,-3.22656,3.16406,-3.98047,9.46094,0.038029,0.596225,-1.59232,-0.0585,0.954287,-1.52845,-0.07382,0.592592,-1.58638,0.05995,0.94042,-1.53487,-0.30776,-0.12305,0.091115,1.3611,0.215478,11.546,-306.16,1
1.42755,-0.24609,0.492188,-4.375,-4.00391,-3.75781,7.23438,0.417969,1.35938,-3.22656,3.16406,-3.98047,9.46094,0.038029,0.596225,-1.59232,-0.0585,0.954287,-1.52845,-0.07382,0.592592,-1.58638,0.05995,0.94042,-1.53487,-0.30776,-0.12305,0.091115,1.3611,0.215478,11.546,-306.16,1
1.44116,3.46094,0.914062,9.94141,1.53125,-0.61719,-3.11328,-2.91797,1.18359,11.7969,-1.03516,0,-2.63281,0.052138,0.699835,-1.5771,-0.04887,1.11276,-1.75246,-0.07376,0.676521,-1.53878,0.064794,1.10077,-1.76231,0.248307,0.022893,0.196577,-1.44849,-2.85748,18.3587,-268.662,1
1.45143,3.46094,0.914062,9.94141,1.53125,-0.61719,-3.11328,-2.91797,1.18359,11.7969,-1.03516,0,-2.63281,0.052138,0.699835,-1.5771,-0.04887,1.11276,-1.75246,-0.07376,0.676521,-1.53878,0.064794,1.10077,-1.76231,0.248307,0.022893,0.196577,-1.44849,-2.85748,18.3587,-268.662,1
1.46185,4.15234,2.39844,10.7969,-1.13672,-3.73438,6.30469,-3.46094,4.92188,9.34766,0.320312,-4.22656,6.45312,0.049958,0.803747,-1.58796,-0.06049,1.14364,-2.15717,-0.07902,0.771229,-1.5471,0.072969,1.12548,-2.16282,-0.05849,0.05059,0.165684,-0.47884,0.978031,13.3094,-205.361,1
1.47744,4.15234,2.39844,10.7969,-1.13672,-3.73438,6.30469,-3.46094,4.92188,9.34766,0.320312,-4.22656,6.45312,0.049958,0.803747,-1.58796,-0.06049,1.14364,-2.15717,-0.07902,0.771229,-1.5471,0.072969,1.12548,-2.16282,-0.05849,0.05059,0.165684,-0.47884,0.978031,13.3094,-205.361,1
1.48772,4.15234,2.39844,10.7969,-1.13672,-3.73438,6.30469,-3.46094,4.92188,9.34766,0.320312,-4.22656,6.45312,0.049958,0.803747,-1.58796,-0.06049,1.14364,-2.15717,-0.07902,0.771229,-1.5471,0.072969,1.12548,-2.16282,-0.05849,0.05059,0.165684,-0.47884,0.978031,13.3094,-205.361,1
1.4995,4.15234,2.39844,10.7969,-1.13672,-3.73438,6.30469,-3.46094,4.92188,9.34766,0.320312,-4.22656,6.45312,0.049958,0.803747,-1.58796,-0.06049,1.14364,-2.15717,-0.07902,0.771229,-1.5471,0.072969,1.12548,-2.16282,-0.05849,0.05059,0.165684,-0.47884,0.978031,13.3094,-205.361,1
1.51156,2.69531,-0.19531,6.97266,1.60547,3.1875,2.1875,-4.44922,0.394531,6.67578,-0.76563,2.94141,1.89062,0.059768,0.874233,-1.57419,-0.06722,0.779222,-1.95738,-0.07751,0.843956,-1.53414,0.035122,0.769776,-1.94228,-0.19591,-0.10707,-0.07826,0.363919,0.017957,5.43963,-237.888,1
1.52385,2.69531,-0.19531,6.97266,1.60547,3.1875,2.1875,-4.44922,0.394531,6.67578,-0.76563,2.94141,1.89062,0.059768,0.874233,-1.57419,-0.06722,0.779222,-1.95738,-0.07751,0.843956,-1.53414,0.035122,0.769776,-1.94228,-0.19591,-0.10707,-0.07826,0.363919,0.017957,5.43963,-237.888,1
1.53472,2.69531,-0.19531,6.97266,1.60547,3.1875,2.1875,-4.44922,0.394531,6.67578,-0.76563,2.94141,1.89062,0.059768,0.874233,-1.57419,-0.06722,0.779222,-1.95738,-0.07751,0.843956,-1.53414,0.035122,0.769776,-1.94228,-0.19591,-0.10707,-0.07826,0.363919,0.017957,5.43963,-237.888,1
1.54529,3.85547,-3.53516,7.26953,0.589844,0.691406,-4.15234,-3.06641,-4.17969,8.75391,-0.36719,0.617188,-4.11719,0.058072,0.959798,-1.55344,-0.06921,0.597376,-1.57786,-0.07345,0.92946,-1.51654,0.025857,0.58472,-1.56438,0.523145,-0.11453,-0.07933,2.03028,-0.9924,7.00184,-299.499,1
1.5562,3.85547,-3.53516,7.26953,0.589844,0.691406,-4.15234,-3.06641,-4.17969,8.75391,-0.36719,0.617188,-4.11719,0.058072,0.959798,-1.55344,-0.06921,0.597376,-1.57786,-0.07345,0.92946,-1.51654,0.025857,0.58472,-1.56438,0.523145,-0.11453,-0.07933,2.03028,-0.9924,7.00184,-299.499,1
1.56675,3.85547,-3.53516,7.26953,0.589844,0.691406,-4.15234,-3.06641,-4.17969,8.75391,-0.36719,0.617188,-4.11719,0.058072,0.959798,-1.55344,-0.06921,0.597376,-1.57786,-0.07345,0.92946,-1.51654,0.025857,0.58472,-1.56438,0.523145,-0.11453,-0.07933,2.03028,-0.9924,7.00184,-299.499,1
1.5773,3.85547,-3.53516,7.26953,0.589844,0.691406,-4.15234,-3.06641,-4.17969,8.75391,-0.36719,0.617188,-4.11719,0.058072,0.959798,-1.55344,-0.06921,0.597376,-1.57786,-0.07345,0.92946,-1.51654,0.025857,0.58472,-1.56438,0.523145,-0.11453,-0.07933,2.03028,-0.9924,7.00184,-299.499,1
1.58799,-1.40625,-0.51563,-2,-4.30078,1.25781,10.2031,0.714844,-0.73828,-2.03906,3.3125,2.10156,12.7617,0.049716,1.12033,-1.80167,-0.07321,0.692326,-1.56531,-0.07497,1.08975,-1.76425,0.029914,0.672948,-1.53628,-0.19484,0.086809,-0.10383,-2.86586,1.73939,20.8415,-305.867,1
1.59874,-1.40625,-0.51563,-2,-4.30078,1.25781,10.2031,0.714844,-0.73828,-2.03906,3.3125,2.10156,12.7617,0.049716,1.12033,-1.80167,-0.07321,0.692326,-1.56531,-0.07497,1.08975,-1.76425,0.029914,0.672948,-1.53628,-0.19484,0.086809,-0.10383,-2.86586,1.73939,20.8415,-305.867,1
1.61099,-1.40625,-0.51563,-2,-4.30078,1.25781,10.2031,0.714844,-0.73828,-2.03906,3.3125,2.10156,12.7617,0.049716,1.12033,-1.80167,-0.07321,0.692326,-1.56531,-0.07497,1.08975,-1.76425,0.029914,0.672948,-1.53628,-0.19484,0.086809,-0.10383,-2.86586,1.73939,20.8415,-305.867,1
1.62117,-1.40625,-0.51563,-2,-4.30078,1.25781,10.2031,0.714844,-0.73828,-2.03906,3.3125,2.10156,12.7617,0.049716,1.12033,-1.80167,-0.07321,0.692326,-1.56531,-0.07497,1.08975,-1.76425,0.029914,0.672948,-1.53628,-0.19484,0.086809,-0.10383,-2.86586,1.73939,20.8415,-305.867,1
1.63137,0.9375,-4.40234,5.45312,-3.53516,4.05469,10.7227,-0.91406,-3.26172,5.85938,4.375,5.39062,10.2773,0.055771,1.14098,-2.17716,-0.07146,0.798963,-1.57613,-0.08956,1.11179,-2.15653,0.037302,0.78328,-1.56079,0.036319,0.032481,-0.01222,1.42694,-1.21147,17.1365,-305.35,1
1.64164,0.9375,-4.40234,5.45312,-3.53516,4.05469,10.7227,-0.91406,-3.26172,5.85938,4.375,5.39062,10.2773,0.055771,1.14098,-2.17716,-0.07146,0.798963,-1.57613,-0.08956,1.11179,-2.15653,0.037302,0.78328,-1.56079,0.036319,0.032481,-0.01222,1.42694,-1.21147,17.1365,-305.35,1
1.65391,0.9375,-4.40234,5.45312,-3.53516,4.05469,10.7227,-0.91406,-3.26172,5.85938,4.375,5.39062,10.2773,0.055771,1.14098,-2.17716,-0.07146,0.798963,-1.57613,-0.08956,1.11179,-2.15653,0.037302,0.78328,-1.56079,0.036319,0.032481,-0.01222,1.42694,-1.21147,17.1365,-305.35,1
1.66423,-1.73047,2.69531,2.78125,-2.81641,0.097656,7.56641,1.01172,2.84375,2.29688,3.60938,0.765625,8.05078,0.034638,0.789275,-1.96764,-0.07176,0.878472,-1.5601,-0.08048,0.770624,-1.94668,0.040572,0.863576,-1.55235,0.167346,-0.22638,0.102833,1.63165,0.307655,5.09486,-306.329,1
1.6782,-1.73047,2.69531,2.78125,-2.81641,0.097656,7.56641,1.01172,2.84375,2.29688,3.60938,0.765625,8.05078,0.034638,0.789275,-1.96764,-0.07176,0.878472,-1.5601,-0.08048,0.770624,-1.94668,0.040572,0.863576,-1.55235,0.167346,-0.22638,0.102833,1.63165,0.307655,5.09486,-306.329,1
1.69021,-1.73047,2.69531,2.78125,-2.81641,0.097656,7.56641,1.01172,2.84375,2.29688,3.60938,0.765625,8.05078,0.034638,0.789275,-1.96764,-0.07176,0.878472,-1.5601,-0.08048,0.770624,-1.94668,0.040572,0.863576,-1.55235,0.167346,-0.22638,0.102833,1.63165,0.307655,5.09486,-306.329,1
1.70149,-1.73047,2.69531,2.78125,-2.81641,0.097656,7.56641,1.01172,2.84375,2.29688,3.60938,0.765625,8.05078,0.034638,0.789275,-1.96764,-0.07176,0.878472,-1.5601,-0.08048,0.770624,-1.94668,0.040572,0.863576,-1.55235,0.167346,-0.22638,0.102833,1.63165,0.307655,5.09486,-306.329,1
1.71216,-0.58984,2.54688,-10.4609,-4.22656,-2.96484,7.19531,0.691406,2.84375,-8.23438,3.06641,-3.3125,9.75781,0.025191,0.602402,-1.59659,-0.068,0.954893,-1.53103,-0.07872,0.600282,-1.59664,0.04039,0.942237,-1.54008,-0.24704,-0.23064,0.071941,1.50236,0.179565,8.20373,-306.404,1
1.72303,-0.58984,2.54688,-10.4609,-4.22656,-2.96484,7.19531,0.691406,2.84375,-8.23438,3.06641,-3.3125,9.75781,0.025191,0.602402,-1.59659,-0.068,0.954893,-1.53103,-0.07872,0.600282,-1.59664,0.04039,0.942237,-1.54008,-0.24704,-0.23064,0.071941,1.50236,0.179565,8.20373,-306.404,1
1.73377,-0.58984,2.54688,-10.4609,-4.22656,-2.96484,7.19531,0.691406,2.84375,-8.23438,3.06641,-3.3125,9.75781,0.025191,0.602402,-1.59659,-0.068,0.954893,-1.53103,-0.07872,0.600282,-1.59664,0.04039,0.942237,-1.54008,-0.24704,-0.23064,0.071941,1.50236,0.179565,8.20373,-306.404,1
1.74899,3.73438,0.589844,10.4609,1.28516,-0.8125,-3.33594,-3.38672,0.914062,11.7969,-1.13672,-0.24609,-3.00391,0.038816,0.713036,-1.57924,-0.05819,1.12269,-1.74944,-0.08163,0.691478,-1.55134,0.047294,1.11173,-1.76167,0.245111,0.059112,0.235991,-0.98043,-1.41018,14.6489,-269.006,1
1.75927,3.73438,0.589844,10.4609,1.28516,-0.8125,-3.33594,-3.38672,0.914062,11.7969,-1.13672,-0.24609,-3.00391,0.038816,0.713036,-1.57924,-0.05819,1.12269,-1.74944,-0.08163,0.691478,-1.55134,0.047294,1.11173,-1.76167,0.245111,0.059112,0.235991,-0.98043,-1.41018,14.6489,-269.006,1
1.77194,3.73438,0.589844,10.4609,1.28516,-0.8125,-3.33594,-3.38672,0.914062,11.7969,-1.13672,-0.24609,-3.00391,0.038816,0.713036,-1.57924,-0.05819,1.12269,-1.74944,-0.08163,0.691478,-1.55134,0.047294,1.11173,-1.76167,0.245111,0.059112,0.235991,-0.98043,-1.41018,14.6489,-269.006,1
1.78839,3.90625,2.57031,11.5,-1.21094,-3.78125,6.49219,-3.66016,4.625,9.3125,0.640625,-4.625,6.97266,0.03597,0.821369,-1.58848,-0.06812,1.14897,-2.15903,-0.08611,0.790304,-1.55663,0.059526,1.12972,-2.16936,-0.22254,0.150725,0.1284,-0.96726,1.27491,15.3732,-205.464,1
1.80117,3.90625,2.57031,11.5,-1.21094,-3.78125,6.49219,-3.66016,4.625,9.3125,0.640625,-4.625,6.97266,0.03597,0.821369,-1.58848,-0.06812,1.14897,-2.15903,-0.08611,0.790304,-1.55663,0.059526,1.12972,-2.16936,-0.22254,0.150725,0.1284,-0.96726,1.27491,15.3732,-205.464,1
1.81142,3.90625,2.57031,11.5,-1.21094,-3.78125,6.49219,-3.66016,4.625,9.3125,0.640625,-4.625,6.97266,0.03597,0.821369,-1.58848,-0.06812,1.14897,-2.15903,-0.08611,0.790304,-1.55663,0.059526,1.12972,-2.16936,-0.22254,0.150725,0.1284,-0.96726,1.27491,15.3732,-205.464,1
1.82165,3.90625,2.57031,11.5,-1.21094,-3.78125,6.49219,-3.66016,4.625,9.3125,0.640625,-4.625,6.97266,0.03597,0.821369,-1.58848,-0.06812,1.14897,-2.15903,-0.08611,0.790304,-1.55663,0.059526,1.12972,-2.16936,-0.22254,0.150725,0.1284,-0.96726,1.27491,15.3732,-205.464,1
1.83362,3.14062,-0.44141,7.41797,1.60547,3.33594,2.22266,-4.82031,0.195312,7.01172,-0.83984,2.71875,2.07422,0.047415,0.896578,-1.56652,-0.07139,0.761117,-1.9577,-0.08538,0.870903,-1.53632,0.032881,0.754879,-1.94794,-0.29817,-0.06872,-0.08465,0.651223,-0.25857,5.09726,-237.202,1
1.84415,3.14062,-0.44141,7.41797,1.60547,3.33594,2.22266,-4.82031,0.195312,7.01172,-0.83984,2.71875,2.07422,0.047415,0.896578,-1.56652,-0.07139,0.761117,-1.9577,-0.08538,0.870903,-1.53632,0.032881,0.754879,-1.94794,-0.29817,-0.06872,-0.08465,0.651223,-0.25857,5.09726,-237.202,1
1.85445,3.14062,-0.44141,7.41797,1.60547,3.33594,2.22266,-4.82031,0.195312,7.01172,-0.83984,2.71875,2.07422,0.047415,0.896578,-1.56652,-0.07139,0.761117,-1.9577,-0.08538,0.870903,-1.53632,0.032881,0.754879,-1.94794,-0.29817,-0.06872,-0.08465,0.651223,-0.25857,5.09726,-237.202,1
1.86474,4.20312,-4.25391,7.53125,0.21875,0.441406,-3.375,-2.91797,-4.79688,8.38281,-0.54297,0.9375,-3.67188,0.045659,0.983475,-1.54012,-0.06988,0.578361,-1.58154,-0.08096,0.958284,-1.51,0.030701,0.568612,-1.57467,0.451772,-0.01226,-0.10809,2.34991,-0.06105,7.2245,-297.743,1
1.88026,4.20312,-4.25391,7.53125,0.21875,0.441406,-3.375,-2.91797,-4.79688,8.38281,-0.54297,0.9375,-3.67188,0.045659,0.983475,-1.54012,-0.06988,0.578361,-1.58154,-0.08096,0.958284,-1.51,0.030701,0.568612,-1.57467,0.451772,-0.01226,-0.10809,2.34991,-0.06105,7.2245,-297.743,1
1.89229,4.20312,-4.25391,7.53125,0.21875,0.441406,-3.375,-2.91797,-4.79688,8.38281,-0.54297,0.9375,-3.67188,0.045659,0.983475,-1.54012,-0.06988,0.578361,-1.58154,-0.08096,0.958284,-1.51,0.030701,0.568612,-1.57467,0.451772,-0.01226,-0.10809,2.34991,-0.06105,7.2245,-297.743,1
1.90663,4.20312,-4.25391,7.53125,0.21875,0.441406,-3.375,-2.91797,-4.79688,8.38281,-0.54297,0.9375,-3.67188,0.045659,0.983475,-1.54012,-0.06988,0.578361,-1.58154,-0.08096,0.958284,-1.51,0.030701,0.568612,-1.57467,0.451772,-0.01226,-0.10809,2.34991,-0.06105,7.2245,-297.743,1
1.9171,-1.18359,-0.41797,-2.1875,-3.85547,1.35938,10.6094,0.320312,-0.56641,-2.85547,3.60938,1.70312,12.7617,0.032942,1.14528,-1.7756,-0.0743,0.680397,-1.56906,-0.08211,1.11845,-1.74035,0.032276,0.656659,-1.53333,-0.34931,0.01011,-0.06441,-3.40455,2.39061,14.7435,-304.967,1
1.92964,-1.18359,-0.41797,-2.1875,-3.85547,1.35938,10.6094,0.320312,-0.56641,-2.85547,3.60938,1.70312,12.7617,0.032942,1.14528,-1.7756,-0.0743,0.680397,-1.56906,-0.08211,1.11845,-1.74035,0.032276,0.656659,-1.53333,-0.34931,0.01011,-0.06441,-3.40455,2.39061,14.7435,-304.967,1
1.94088,-1.18359,-0.41797,-2.1875,-3.85547,1.35938,10.6094,0.320312,-0.56641,-2.85547,3.60938,1.70312,12.7617,0.032942,1.14528,-1.7756,-0.0743,0.680397,-1.56906,-0.08211,1.11845,-1.74035,0.032276,0.656659,-1.53333,-0.34931,0.01011,-0.06441,-3.40455,2.39061,14.7435,-304.967,1
1.95684,1.01172,-4.77344,5.37891,-3.01562,3.75781,10.4609,-0.86328,-4.67188,6.15625,4.03125,5.09375,10.0547,0.044387,1.16405,-2.17704,-0.07236,0.799569,-1.5846,-0.09489,1.14074,-2.1596,0.036454,0.780252,-1.56571,0.057624,0.021828,-0.13472,0.434548,0.040701,17.2155,-304.135,1
1.96759,1.01172,-4.77344,5.37891,-3.01562,3.75781,10.4609,-0.86328,-4.67188,6.15625,4.03125,5.09375,10.0547,0.044387,1.16405,-2.17704,-0.07236,0.799569,-1.5846,-0.09489,1.14074,-2.1596,0.036454,0.780252,-1.56571,0.057624,0.021828,-0.13472,0.434548,0.040701,17.2155,-304.135,1
